name,sector_name,industry_name,country_id,country_name
IMI Systems (Elbit),Aerospace and Defense,Weapons & Ammunition,61,Israel
IMPA (India),Media and Entertainment,Talent Agencies,81,India
INECOMPANY,Automobile,Off-Road Vehicles,119,Germany
INEOS Bio,Energy and Utilities,Biofuels,115,United Kingdom
INEOS Group,Manufacturing,Plastic & Rubber Products,115,United Kingdom
INEOS Group,Manufacturing,Chemical Manufacturing,115,United Kingdom
INEOS Group,Chemicals,Petrochemicals,115,United Kingdom
INEOS Olefins & Polymers,Chemicals,Plastic Resins,115,United Kingdom
ING Agricultural Finance,Agriculture,Agricultural Finance & Insurance,123,Netherlands
ING Group,Banking & Financial Services,Commercial Banking,123,Netherlands
ING Trade Finance,Banking & Financial Services,Trade Finance,123,Netherlands
INOX Air Products,Chemicals,Industrial Gases,81,India
"INRAE (National Research Institute for Agriculture, Food and Environment)",Agriculture,Agricultural Research,118,France
INRIX,Automobile,Fleet Management,151,United States
IOI Corporation,Food and Beverage,Oils & Fats,91,Malaysia
IPSOS,Professional Services,Market Research,118,France
IPSY,Retail,Subscription Boxes,151,United States
IQVIA,Professional Services,Market Research,151,United States
IQVIA,Healthcare and Pharmaceuticals,Clinical Research,151,United States
IQVIA,Professional Services,Healthcare Consulting,151,United States
IRB Infrastructure Developers,Construction and Engineering,Infrastructure Development,81,India
IRI (Circana),Professional Services,Market Research,151,United States
ISA (International Studies Abroad),Education,Study Abroad Services,151,United States
ISC Research,Education,Educational Consulting,115,United Kingdom
ISEP (International Student Exchange Programs),Education,Study Abroad Services,151,United States
ISRO Launch,Aerospace and Defense,Space Launch Services,81,India
ISS Facility Services,Construction and Engineering,Building Maintenance,106,Denmark
ISS Facility Services,Real Estate,Property Management,106,Denmark
ISS Facility Services,Real Estate,Facility Management,106,Denmark
ITC Learning,Education,Vocational Training,185,Australia
ITV plc,Media and Entertainment,Television Broadcasting,115,United Kingdom
IVECO,Automobile,Commercial Trucks,140,Italy
IVECO Defence Vehicles,Aerospace and Defense,Military Vehicles & Tanks,140,Italy
Iberdrola,Energy and Utilities,Renewable Energy,148,Spain
Iberdrola Renewables,Energy and Utilities,Wind Farm Operations,148,Spain
Icelandic Glacial,Food and Beverage,Water & Beverages,109,Iceland
Icon Derelicts,Automobile,Classic Car Restoration,151,United States
Idemitsu Kosan Co.,Chemicals,Lubricants & Greases,100,Japan
Iglo Group (Nomad Foods),Food and Beverage,Frozen Foods,115,United Kingdom
Illinois Tool Works (ITW),Chemicals,Adhesives & Sealants,151,United States
Illovo Sugar Africa,Food and Beverage,Sugar & Sweeteners,54,South Africa
Illumina,Healthcare and Pharmaceuticals,Genomics,151,United States
Illycaffè,Food and Beverage,Coffee & Tea,140,Italy
Imabari Shipbuilding,Manufacturing,Shipbuilding,100,Japan
Imagining,Retail,Toy Stores,151,United States
Immersed,Technology,AR/VR Hardware,151,United States
Impact Hub,Real Estate,Co-Working Spaces,115,United Kingdom
Impellam Group,Professional Services,Outsourcing & Staffing,115,United Kingdom
Imperial Sugar (Louis Dreyfus),Food and Beverage,Sugar & Sweeteners,151,United States
InDriver,Automobile,Ride-Hailing Platforms,151,United States
InEight,Construction and Engineering,Construction Software,151,United States
InMotion,Retail,Duty-Free Shops,151,United States
InSite Wireless Group,Telecommunications and ICT,Telecom Tower Management,151,United States
Inalca (Cremonini Group),Agriculture,Livestock Production,140,Italy
Inalca (Cremonini Group),Food and Beverage,Meat Processing,140,Italy
Inari Agriculture,Agriculture,Agricultural Biotechnology,151,United States
Incheon Airport,Aerospace and Defense,Airport Infrastructure & Services,104,South Korea
Incheon International Airport,Travel and Tourism,Airport Operators,104,South Korea
Incheon International Airport,Transportation and Logistics,Airport Operations,104,South Korea
Incredible India,Travel and Tourism,Tourism Boards,81,India
Incyte,Healthcare and Pharmaceuticals,Biopharmaceuticals,151,United States
Independence Blue Cross,Insurance,Health Insurance,151,United States
Index Ventures,Banking & Financial Services,Venture Capital,115,United Kingdom
Indian Farmers Fertiliser Cooperative (IFFCO),Chemicals,Fertilizers & Agrochemicals,81,India
Indian Farmers Fertiliser Cooperative (IFFCO),Agriculture,Fertilizers & Nutrients,81,India
Indian Oil Corporation,Chemicals,Lubricants & Greases,81,India
Indian Railways,Transportation and Logistics,Rail Freight,81,India
Indian Railways,Travel and Tourism,Railway Operators,81,India
Indian Railways,Transportation and Logistics,Rail Passenger Transport,81,India
Indian Synthetic Rubber,Chemicals,Synthetic Rubber,81,India
Indigo Agriculture,Agriculture,Sustainable Agriculture,151,United States
Indigo Agriculture,Agriculture,Agricultural Biotechnology,151,United States
Indigo Books,Retail,Bookstores,150,Canada
Indorama Ventures,Manufacturing,Textile Manufacturing,95,Thailand
Indorama Ventures,Chemicals,Plastic Resins,95,Thailand
Indra Sistemas,Aerospace and Defense,Air Traffic Management Systems,148,Spain
Indra Sistemas,Aerospace and Defense,Defense Electronics,148,Spain
Indra Training,Aerospace and Defense,Training & Simulation Systems,148,Spain
Indus Towers,Telecommunications and ICT,Telecom Tower Management,81,India
Industrial Light & Magic (ILM),Media and Entertainment,Animation & VFX,151,United States
Industrial and Commercial Bank of China,Banking & Financial Services,Commercial Banking,98,China
Industrious,Real Estate,Co-Working Spaces,151,United States
IndyCar Series,Automobile,Motorsports,151,United States
Infarm,Agriculture,Sustainable Agriculture,119,Germany
Infineon,Technology,Semiconductors,119,Germany
Infineon Technologies,Manufacturing,Semiconductor Manufacturing,119,Germany
Infineon Technologies,Telecommunications and ICT,SIM Manufacturing,119,Germany
Infinera Corporation,Telecommunications and ICT,Fiber Optics,151,United States
Infiniti (Nissan),Automobile,Luxury Vehicles,100,Japan
Infobip,Telecommunications and ICT,Cloud Telephony,138,Croatia
Infor,Transportation and Logistics,Supply Chain Tech & Software,151,United States
Informa Markets,Travel and Tourism,Event Tourism,115,United Kingdom
Informa Markets,Professional Services,Event Management,115,United Kingdom
Infosys,Professional Services,IT Consulting,81,India
Infosys Consulting,Professional Services,Logistics & Supply Chain Consulting,81,India
Ingolstadt Village,Retail,Outlet Malls,119,Germany
Ingredion Incorporated,Agriculture,Agricultural Logistics & Storage,151,United States
Ingredion Incorporated,Chemicals,Food Additives,151,United States
Inizio Engage,Professional Services,Event Management,115,United Kingdom
Inmarsat,Aerospace and Defense,Satellite Services,115,United Kingdom
Inmarsat (Viasat),Telecommunications and ICT,Rural Connectivity,115,United Kingdom
Inmarsat (Viasat),Technology,Satellite Tech,115,United Kingdom
Inmarsat (Viasat),Telecommunications and ICT,Satellite Communications,115,United Kingdom
Innergex Renewable Energy,Energy and Utilities,Renewable Energy,150,Canada
Innisfree,Retail,Beauty Retailers,104,South Korea
Innocean Worldwide,Professional Services,Marketing & Advertising,104,South Korea
Innophos Holdings,Chemicals,Food Additives,151,United States
Innosilicon,Technology,Blockchain Hardware,98,China
Innospec Inc.,Chemicals,Water Treatment Chemicals,151,United States
Innovative Artists,Media and Entertainment,Talent Agencies,151,United States
Innovatrics,Technology,Biometric Systems,133,Slovakia
Inovalon,Healthcare and Pharmaceuticals,Health Analytics,151,United States
Inovio Pharmaceuticals,Healthcare and Pharmaceuticals,Vaccines,151,United States
Inpex LNG,Energy and Utilities,LNG Terminals,100,Japan
Inseego,Automobile,Vehicle Telematics,151,United States
Insider Inc.,Media and Entertainment,Online Content,151,United States
Insight Partners,Banking & Financial Services,Venture Capital,151,United States
Insight Vacations,Travel and Tourism,Tour Operators,115,United Kingdom
Insitu,Aerospace and Defense,Unmanned Aerial Vehicles (UAVs),151,United States
Insperity,Professional Services,Human Resources Consulting,151,United States
Insperity,Professional Services,Outsourcing & Staffing,151,United States
Inspur,Technology,Supercomputing,98,China
Instagram (Meta),Media and Entertainment,Social Media,151,United States
InsureandGo,Insurance,Travel Insurance,185,Australia
InsureandGo,Travel and Tourism,Travel Insurance Providers,185,Australia
Intage Group,Professional Services,Market Research,100,Japan
Integra LifeSciences,Healthcare and Pharmaceuticals,Surgical Instruments,151,United States
Integra Realty Resources,Professional Services,Real Estate Consulting,151,United States
Integra Realty Resources,Real Estate,Property Valuation,151,United States
Intel,Technology,Supercomputing,151,United States
Intel,Technology,Semiconductors,151,United States
Intel Corporation,Manufacturing,Semiconductor Manufacturing,151,United States
Intel IoT Edge,Technology,Edge Computing,151,United States
Intelcan Technosystems,Aerospace and Defense,Air Traffic Management Systems,150,Canada
IntelliCare,Healthcare and Pharmaceuticals,Mental Health Apps,151,United States
Intellicar Telematics,Automobile,Vehicle Telematics,151,United States
Intelsat,Aerospace and Defense,Satellite Services,121,Luxembourg
Intelsat,Telecommunications and ICT,Satellite Communications,121,Luxembourg
Intelsat,Telecommunications and ICT,Rural Connectivity,121,Luxembourg
Intelsat,Technology,Satellite Tech,121,Luxembourg
InterContinental Hotels Group (IHG),Travel and Tourism,Hotels & Resorts,115,United Kingdom
InterContinental Hotels Group Management,Travel and Tourism,Hospitality Management,115,United Kingdom
Interactive Brokers,Banking & Financial Services,Forex Services,151,United States
Interhome,Real Estate,Vacation Rentals,124,Switzerland
Interislander Ferry,Transportation and Logistics,Maritime Passenger Services,186,New Zealand
Intermedia,Telecommunications and ICT,Unified Communications,151,United States
Intermedia Unite,Telecommunications and ICT,VoIP Services,151,United States
International Airlines Group (IAG),Transportation and Logistics,Airline Passenger Services,115,United Kingdom
International Airlines Group (IAG),Travel and Tourism,Airlines,115,United Kingdom
International Flavors & Fragrances (IFF),Chemicals,Cosmetic Chemicals,151,United States
International Flavors & Fragrances (IFF),Chemicals,Food Additives,151,United States
International Launch Services,Aerospace and Defense,Space Launch Services,151,United States
International Maize and Wheat Improvement Center (CIMMYT),Agriculture,Agricultural Research,157,Mexico
International Paper,Manufacturing,Paper & Pulp,151,United States
International Potato Center (CIP),Agriculture,Agricultural Research,181,Peru
International Rice Research Institute (IRRI),Agriculture,Agricultural Research,93,Philippines
International Schools Partnership,Education,K-12 Education (Private Schools),148,Spain
Interpublic Group,Professional Services,Marketing & Advertising,151,United States
Interpublic Group (IPG),Media and Entertainment,Advertising & Marketing,151,United States
Intersnack Group,Food and Beverage,Snack Foods,119,Germany
Intersport,Retail,Sporting Goods,124,Switzerland
Intertek,Professional Services,Risk & Compliance Consulting,115,United Kingdom
Intrepid Travel,Travel and Tourism,Tour Operators,185,Australia
Intrepid Travel,Travel and Tourism,Adventure Tourism,185,Australia
Intuit,Technology,Enterprise Software,151,United States
Intuition Robotics,Healthcare and Pharmaceuticals,Elderly Care Tech,61,Israel
Intuitive Surgical,Manufacturing,Medical Devices,151,United States
Intuitive Surgical,Healthcare and Pharmaceuticals,Surgical Instruments,151,United States
Intuitive Surgical,Healthcare and Pharmaceuticals,Medical Robotics,151,United States
Invenergy,Energy and Utilities,Renewable Energy,151,United States
Inventec,Manufacturing,Electronics Manufacturing,105,Taiwan
Invesco,Banking & Financial Services,Asset Management,151,United States
Investors Title Company,Insurance,Title Insurance,151,United States
Invitae,Healthcare and Pharmaceuticals,Diagnostic Labs,151,United States
Invitae,Healthcare and Pharmaceuticals,Genomics,151,United States
Invitation Homes,Real Estate,REITs,151,United States
InvitedHome,Travel and Tourism,Vacation Rentals,151,United States
IonQ,Technology,Quantum Computing,151,United States
Ionis Pharmaceuticals,Healthcare and Pharmaceuticals,Biopharmaceuticals,151,United States
Ionity (BMW/Daimler/Ford/VW),Automobile,Charging Infrastructure,119,Germany
Iridium,Aerospace and Defense,Satellite Services,151,United States
Iridium Communications,Technology,Satellite Tech,151,United States
Iridium Communications,Telecommunications and ICT,Satellite Communications,151,United States
Irkut Corporation,Aerospace and Defense,Commercial Aircraft Manufacturing,132,Russia
Isagro S.p.A.,Agriculture,Pesticides & Herbicides,140,Italy
Isetan Mitsukoshi,Retail,Department Stores,100,Japan
Island Records,Media and Entertainment,Music Labels,115,United Kingdom
Isolux Corsán (Grupo ACS),Construction and Engineering,Infrastructure Development,148,Spain
Israel Aerospace Industries,Aerospace and Defense,Military Aircraft Manufacturing,61,Israel
Israel Aerospace Industries,Aerospace and Defense,Spacecraft & Satellite Manufacturing,61,Israel
Israel Aerospace Industries,Aerospace and Defense,Unmanned Aerial Vehicles (UAVs),61,Israel
Isuzu Motors,Automobile,Commercial Trucks,100,Japan
Itaipu Binacional,Energy and Utilities,Hydropower,175,Brazil
Italian National Tourist Board,Travel and Tourism,Tourism Boards,140,Italy
Italmatch Chemicals,Chemicals,Water Treatment Chemicals,140,Italy
Italpasta,Food and Beverage,Snack Foods,150,Canada
Itron,Energy and Utilities,Smart Grids,151,United States
Itslearning,Education,Learning Management Systems,113,Norway
Ivanhoé Cambridge,Construction and Engineering,Real Estate Development,150,Canada
Iveco,Transportation and Logistics,Trucking & Road Freight,140,Italy
J&J Snack Foods,Food and Beverage,Snack Foods,151,United States
J.B. Hunt Transport,Transportation and Logistics,Trucking & Road Freight,151,United States
J.D. Power,Professional Services,Market Research,151,United States
J.M. Smucker Pet Food,Food and Beverage,Pet Food,151,United States
JA Solar,Energy and Utilities,Solar Panel Manufacturing,98,China
JAB Holding Company,Food and Beverage,Coffee & Tea,121,Luxembourg
JAXA Launch,Aerospace and Defense,Space Launch Services,100,Japan
JB Hi-Fi,Retail,Consumer Electronics Retail,185,Australia
JBS S.A.,Manufacturing,Food Processing,175,Brazil
JBS S.A.,Food and Beverage,Meat Processing,175,Brazil
JBS S.A.,Agriculture,Livestock Production,175,Brazil
JBS S.A. Processing,Agriculture,Food Processing (Agricultural Output),175,Brazil
JCB,Construction and Engineering,Heavy Equipment,115,United Kingdom
JCB Co.,Banking & Financial Services,Credit Cards,100,Japan
JCPenney,Retail,Department Stores,151,United States
JCR Japan,Banking & Financial Services,Credit Rating Agencies,100,Japan
JD Logistics,Transportation and Logistics,E-commerce Logistics,98,China
JD Logistics,Transportation and Logistics,Courier & Express Delivery,98,China
JD Sports,Retail,Sporting Goods,115,United Kingdom
JD.com,Retail,E-commerce Marketplaces,98,China
JDE Peet's,Food and Beverage,Coffee & Tea,123,Netherlands
JDE Peet's,Manufacturing,Beverage Production,123,Netherlands
JDE Peet's Beverages,Food and Beverage,Soft Drinks,123,Netherlands
JFE Holdings,Manufacturing,Steel & Metal Products,100,Japan
JGC Holdings,Construction and Engineering,Industrial Construction,100,Japan
JLL (Jones Lang LaSalle),Real Estate,Commercial Property,115,United Kingdom
JLL (Jones Lang LaSalle),Professional Services,Real Estate Consulting,151,United States
JLL Facilities Management,Construction and Engineering,Building Maintenance,115,United Kingdom
JLL Facilities Management,Real Estate,Facility Management,115,United Kingdom
JLL Hotels & Hospitality,Real Estate,Property Management,115,United Kingdom
JLL Property Management,Real Estate,Property Management,115,United Kingdom
JLL Residential,Real Estate,Brokerage Services,115,United Kingdom
JLL Valuation Advisory,Real Estate,Property Valuation,115,United Kingdom
JPMorgan Chase & Co.,Banking & Financial Services,Commercial Banking,151,United States
JSR Corporation,Chemicals,Synthetic Rubber,100,Japan
JSR Microelectronics,Chemicals,Electronic Chemicals,100,Japan
JSW Steel,Manufacturing,Steel & Metal Products,81,India
JTEKT Corporation,Automobile,Auto Parts Manufacturing,100,Japan
JXTG Nippon Oil & Energy,Chemicals,Lubricants & Greases,100,Japan
JYP Entertainment,Media and Entertainment,Music Labels,104,South Korea
JYSK,Retail,Furniture Outlets,106,Denmark
JaCarta,Insurance,Microinsurance,132,Russia
Jabil,Manufacturing,Electronics Manufacturing,151,United States
Jacada Travel,Travel and Tourism,Luxury Travel,115,United Kingdom
Jack Link's Protein Snacks,Food and Beverage,Snack Foods,151,United States
Jack Morton Worldwide,Professional Services,Event Management,151,United States
Jackson National Life,Insurance,Annuities,151,United States
Jacobs Architecture,Construction and Engineering,Architectural Services,151,United States
Jacobs Decommissioning,Construction and Engineering,Demolition & Decommissioning,151,United States
Jacobs Design,Professional Services,Architecture & Design Services,151,United States
Jacobs Engineering Design,Construction and Engineering,Engineering Design,151,United States
Jacobs Engineering Group,Professional Services,Engineering Consulting,151,United States
Jacobs Engineering Group,Construction and Engineering,Civil Engineering,151,United States
Jacobs Environment,Construction and Engineering,Environmental Engineering,151,United States
Jacobs Project Management,Construction and Engineering,Project Management,151,United States
Jacobs Surveying,Construction and Engineering,Surveying & Mapping,151,United States
Jacobs Sustainability,Construction and Engineering,Green Building Consulting,151,United States
Jacobs Urban Planning,Construction and Engineering,Urban Planning,151,United States
Jaguar Land Rover,Automobile,Luxury Vehicles,115,United Kingdom
Jain Irrigation Systems,Agriculture,Irrigation Systems,81,India
James Allen,Retail,Jewelry Retail,151,United States
James Hardie Industries,Manufacturing,Building Materials,110,Ireland
James Hardie Industries,Construction and Engineering,Construction Materials,110,Ireland
James Richardson Corporation,Retail,Duty-Free Shops,185,Australia
James River Group,Insurance,Liability Insurance,151,United States
JamesEdition,Real Estate,Luxury Estates,114,Sweden
Jan De Nul Group,Construction and Engineering,Construction Services,121,Luxembourg
Jan Gehl Urban Design,Construction and Engineering,Urban Planning,106,Denmark
Janus Henderson,Banking & Financial Services,Asset Management,115,United Kingdom
Japan Airlines (JAL),Travel and Tourism,Airlines,100,Japan
Japan Airlines (JAL),Transportation and Logistics,Airline Passenger Services,100,Japan
Japan Airport Terminal,Aerospace and Defense,Airport Infrastructure & Services,100,Japan
Japan Airport Terminal,Travel and Tourism,Airport Operators,100,Japan
Japan Airport Terminal,Transportation and Logistics,Airport Operations,100,Japan
Japan Credit Rating,Banking & Financial Services,Credit Rating Agencies,100,Japan
Japan Exchange Group,Banking & Financial Services,Stock Exchanges,100,Japan
Japan Marine United Corporation,Manufacturing,Shipbuilding,100,Japan
Japan National Tourism Organization (JNTO),Travel and Tourism,Tourism Boards,100,Japan
Japan P&I Club,Insurance,Marine Insurance,100,Japan
Jebsen & Jessen Group,Chemicals,Chemical Distribution,94,Singapore
Jeep (Stellantis),Automobile,Off-Road Vehicles,151,United States
Jefferies Financial Group,Banking & Financial Services,Investment Banking,151,United States
Jerde Partnership,Real Estate,Mixed-Use Projects,151,United States
Jet.com (Walmart),Transportation and Logistics,E-commerce Logistics,151,United States
Jiangsu Shagang Group,Manufacturing,Steel & Metal Products,98,China
JinkoSolar,Energy and Utilities,Renewable Energy,98,China
JinkoSolar,Manufacturing,Renewable Energy Equipment,98,China
JinkoSolar,Energy and Utilities,Solar Panel Manufacturing,98,China
Jio Platforms,Telecommunications and ICT,Broadband Providers,81,India
Jive Communications (LogMeIn),Telecommunications and ICT,VoIP Services,151,United States
Jofemar Corporation,Retail,Vending Machines,148,Spain
John Cockerill Defense,Aerospace and Defense,Military Vehicles & Tanks,117,Belgium
John Deere,Agriculture,Agricultural Equipment,151,United States
John Deere,Manufacturing,Industrial Machinery,151,United States
John Deere Construction,Construction and Engineering,Heavy Equipment,151,United States
John Deere Insurance,Insurance,Crop Insurance,151,United States
John Deere Operations Center,Agriculture,Farm Management Software,151,United States
John Hancock,Insurance,Annuities,151,United States
John Hancock Insurance,Insurance,Travel Insurance,151,United States
John Hancock Insurance Agency,Travel and Tourism,Travel Insurance Providers,151,United States
John Holland Group,Construction and Engineering,Civil Engineering,185,Australia
John Innes Centre,Agriculture,Agricultural Research,115,United Kingdom
John Laing Group,Construction and Engineering,Infrastructure Development,115,United Kingdom
John Wiley & Sons,Media and Entertainment,Publishing,151,United States
Johnny & Associates,Media and Entertainment,Talent Agencies,100,Japan
Johns Hopkins Medicine,Healthcare and Pharmaceuticals,Hospital Management,151,United States
Johnson & Johnson,Manufacturing,Pharmaceutical Manufacturing,151,United States
Johnson & Johnson,Healthcare and Pharmaceuticals,Vaccines,151,United States
Johnson & Johnson,Healthcare and Pharmaceuticals,Surgical Instruments,151,United States
Johnson & Johnson MedTech,Manufacturing,Medical Devices,151,United States
Johnson Controls,Real Estate,Facility Management,151,United States
Johnson Controls,Energy and Utilities,Energy Efficiency,151,United States
Johnson Controls Building Solutions,Construction and Engineering,Building Maintenance,151,United States
Jollyes,Retail,Pet Supplies,115,United Kingdom
Jonas Construction Software,Construction and Engineering,Construction Software,150,Canada
Jones Day,Professional Services,Legal Services,151,United States
Joramco,Aerospace and Defense,MRO Services,62,Jordan
Jotun Group,Chemicals,Paints & Coatings,113,Norway
Jowat SE,Chemicals,Adhesives & Sealants,119,Germany
Joyalukkas,Retail,Jewelry Retail,81,India
Joyn Bio,Agriculture,Agricultural Biotechnology,151,United States
Julius Baer,Banking & Financial Services,Wealth Management,124,Switzerland
Jumeirah Group,Travel and Tourism,Hotels & Resorts,71,United Arab Emirates
Jumia,Retail,E-commerce Marketplaces,19,Nigeria
Jump by Uber,Transportation and Logistics,Bicycle & Micromobility Sharing,151,United States
Jumpstart Recovery Solutions,Insurance,Parametric Insurance,151,United States
Jungbunzlauer,Chemicals,Food Additives,124,Switzerland
Juniper Networks,Telecommunications and ICT,Network Security,151,United States
Juniper Networks,Telecommunications and ICT,Telecom Equipment,151,United States
Juniper Networks,Telecommunications and ICT,Enterprise Networking,151,United States
Juno (Gett),Automobile,Ride-Hailing Platforms,151,United States
Just Eat Takeaway,Food and Beverage,Food Service & Restaurants,123,Netherlands
JustCall,Telecommunications and ICT,Cloud Telephony,151,United States
JustCo,Real Estate,Co-Working Spaces,94,Singapore
K Health,Healthcare and Pharmaceuticals,Telehealth,151,United States
K Line (Kawasaki Kisen Kaisha),Transportation and Logistics,Marine Shipping,100,Japan
K+S Group,Agriculture,Fertilizers & Nutrients,119,Germany
K+S Group,Chemicals,Fertilizers & Agrochemicals,119,Germany
K12 Inc.,Education,K-12 Education (Private Schools),151,United States
K4Connect,Healthcare and Pharmaceuticals,Elderly Care Tech,151,United States
KA Lite (Foundation for Learning Equality),Education,Educational Nonprofits,151,United States
KAI (Korea Aerospace Industries),Aerospace and Defense,Military Aircraft Manufacturing,104,South Korea
KAMAZ,Automobile,Commercial Trucks,132,Russia
KB Home,Real Estate,Residential Development,151,United States
KBR,Professional Services,Engineering Consulting,151,United States
KBR Government Solutions,Aerospace and Defense,Defense Logistics & Support,151,United States
KBR Inc.,Construction and Engineering,Civil Engineering,151,United States
KBR Industrial,Construction and Engineering,Industrial Construction,151,United States
KCA Deutag,Energy and Utilities,Offshore Drilling,115,United Kingdom
KCAS Bioanalytical Services,Healthcare and Pharmaceuticals,Clinical Research,151,United States
KCC Corporation,Chemicals,Paints & Coatings,104,South Korea
KEO International Consultants,Construction and Engineering,Engineering Design,63,Kuwait
KEPCO,Energy and Utilities,Electricity Distribution,104,South Korea
KEPCO,Energy and Utilities,Nuclear Power,104,South Korea
KEPCO Engineering & Construction,Energy and Utilities,Power Plant Engineering,104,South Korea
KFC (Yum! Brands),Travel and Tourism,Restaurant Chains (Tourist-Focused),151,United States
KIWI Co.,Education,STEM Education,100,Japan
KKR & Co.,Banking & Financial Services,Private Equity,151,United States
KLA Corporation,Technology,Semiconductors,151,United States
KPMG,Telecommunications and ICT,Telecom Consulting,123,Netherlands
KPMG,Professional Services,Accounting & Audit,123,Netherlands
KS Oils,Food and Beverage,Oils & Fats,81,India
KT Corporation,Telecommunications and ICT,Broadband Providers,104,South Korea
KTM AG,Automobile,Motorcycles,116,Austria
KTX (Korail),Travel and Tourism,Railway Operators,104,South Korea
KUKA Robotics,Technology,Robotics,119,Germany
KWS SAAT Biotech,Agriculture,Agricultural Biotechnology,119,Germany
KWS SAAT SE & Co. KGaA,Agriculture,Seeds & Genetics,119,Germany
KYMCO,Automobile,Off-Road Vehicles,105,Taiwan
Kadence International,Professional Services,Market Research,94,Singapore
Kaiser Permanente,Healthcare and Pharmaceuticals,Health Insurance,151,United States
Kaiser Permanente,Insurance,Health Insurance,151,United States
Kaiser Permanente,Healthcare and Pharmaceuticals,Hospital Management,151,United States
Kalera,Agriculture,Sustainable Agriculture,151,United States
Kaleyra,Telecommunications and ICT,Cloud Telephony,81,India
Kaltura Video Cloud,Education,EdTech Hardware & Software,151,United States
Kalyan Jewellers,Retail,Jewelry Retail,81,India
Kaman Composites,Aerospace and Defense,Aerospace Structures & Composites,151,United States
Kansai Electric Power,Energy and Utilities,Nuclear Power,100,Japan
Kansai Paint Co.,Chemicals,Paints & Coatings,100,Japan
Kansas City Southern,Transportation and Logistics,Rail Freight,151,United States
Kantar,Professional Services,Market Research,115,United Kingdom
Kanto Chemical Co.,Chemicals,Electronic Chemicals,100,Japan
Kanto Chemical Co.,Chemicals,Chemical Distribution,100,Japan
Kao Chemicals,Chemicals,Cosmetic Chemicals,100,Japan
Kao Corporation,Manufacturing,Consumer Goods,100,Japan
Kao Corporation Industrial,Chemicals,Industrial Cleaners,100,Japan
Kaplan Inc.,Professional Services,Education Consulting,151,United States
Kaplan Inc.,Education,Test Preparation Services,151,United States
Kaplan International Pathways,Education,Educational Consulting,115,United Kingdom
Kaplan Medical,Healthcare and Pharmaceuticals,Medical Education,151,United States
Karl Storz,Healthcare and Pharmaceuticals,Surgical Instruments,119,Germany
Karolinska Institute,Education,Higher Education (Universities),114,Sweden
Kaspersky,Aerospace and Defense,Defense IT & Cybersecurity,132,Russia
Kawasaki Heavy Industries,Manufacturing,Aerospace & Defense Manufacturing,100,Japan
Kawasaki Heavy Industries,Manufacturing,Shipbuilding,100,Japan
Kawasaki Heavy Industries,Automobile,Motorcycles,100,Japan
Kayak (Booking Holdings),Travel and Tourism,Travel Technology,151,United States
Kayak (Booking Holdings),Travel and Tourism,Online Travel Agencies,151,United States
Kearney,Professional Services,Management Consulting,151,United States
Kearney Operations,Professional Services,Logistics & Supply Chain Consulting,151,United States
Keddy by Europcar,Travel and Tourism,Car Rental Services,118,France
KeepTruckin,Automobile,Fleet Management,151,United States
Keller Australia,Construction and Engineering,Specialty Contracting,185,Australia
Keller Ground Engineering,Construction and Engineering,Specialty Contracting,115,United Kingdom
Keller Group,Construction and Engineering,Construction Services,115,United Kingdom
Keller Williams,Real Estate,Brokerage Services,151,United States
Kellogg's,Food and Beverage,Bakery & Confectionery,151,United States
Kellogg's,Agriculture,Food Processing (Agricultural Output),151,United States
Kellogg's,Manufacturing,Food Processing,151,United States
Kellogg's Cereals,Food and Beverage,Grain & Cereal Products,151,United States
Kellogg's Snacks,Food and Beverage,Snack Foods,151,United States
Kelly Services,Professional Services,Outsourcing & Staffing,151,United States
Kemira Oyj,Chemicals,Water Treatment Chemicals,108,Finland
Kemper,Insurance,Auto Insurance,151,United States
Kempinski Management,Travel and Tourism,Hospitality Management,124,Switzerland
KenGen,Energy and Utilities,Geothermal Plants,28,Kenya
Kenco Logistics,Transportation and Logistics,Warehousing & Distribution,151,United States
Kendamil,Food and Beverage,Baby Food,115,United Kingdom
Kenes Group,Travel and Tourism,Event Tourism,124,Switzerland
Kenworth,Automobile,Commercial Trucks,151,United States
Keolis Group,Transportation and Logistics,Public Bus Transport,118,France
Keppel DC REIT,Telecommunications and ICT,Data Centers,94,Singapore
Keppel Offshore & Marine,Energy and Utilities,Offshore Drilling,94,Singapore
Keppel REIT,Real Estate,Commercial Property,94,Singapore
Kering,Retail,Luxury Fashion,118,France
Kering SA,Manufacturing,Apparel & Footwear,118,France
Kerry Group,Chemicals,Food Additives,110,Ireland
Kerry Logistics,Transportation and Logistics,Third-Party Logistics (3PL),99,Hong Kong
Kerry Logistics,Transportation and Logistics,Trucking & Road Freight,99,Hong Kong
Ketchum,Professional Services,Public Relations,151,United States
Kettle Re,Insurance,Parametric Insurance,151,United States
Keurig Dr Pepper,Manufacturing,Beverage Production,151,United States
Keurig Dr Pepper,Food and Beverage,Soft Drinks,151,United States
Keurig Dr Pepper Coffee,Food and Beverage,Coffee & Tea,151,United States
Keystone Academic Solutions,Education,Educational Consulting,113,Norway
Keystone Academy,Education,K-12 Education (Private Schools),98,China
Keystone Pipeline,Transportation and Logistics,Pipeline Transport,150,Canada
Khan Academy,Education,Online Learning Platforms,151,United States
Khan Academy,Education,Open Courseware Providers,151,United States
Khimvolokno,Manufacturing,Textile Manufacturing,125,Belarus
