id,name,country_id,country_name
15565,Treasury Wine Estates,185,Australia
15566,Ty Nant,115,United Kingdom
15567,Tyson Foods,151,United States
15568,Tyson Frozen Foods,151,United States
15569,Tyson Animal Feed,151,United States
15570,Uber Eats,151,United States
15571,UCC Ueshima Coffee,100,Japan
15572,Unicharm PetCare,100,Japan
15573,Unilever Foods,115,United Kingdom
15574,USANA Health Sciences,151,United States
15575,UTZ Brands,151,United States
15576,Viterra,150,Canada
15577,Viterra Grain,150,Canada
15578,Wagamama (The Restaurant Group),115,United Kingdom
15579,Walker's Snacks (PepsiCo),115,United Kingdom
15580,Want Want China,98,China
15581,Weetabix Limited,115,United Kingdom
15582,WellPet LLC,151,United States
15583,WH Group (Smithfield),98,China
15584,Whitbread (Costa Coffee),115,United Kingdom
15585,William Grant & Sons,115,United Kingdom
15586,Wilmar International,94,Singapore
15587,Wilmar Grains,94,Singapore
15588,Wilmar Sugar,94,Singapore
15589,Yakult Honsha,100,Japan
15590,Yamasa Corporation,100,Japan
15591,Yamazaki Baking Co.,100,Japan
15592,Yili Group,98,China
15593,Young's Seafood,115,United Kingdom
15594,Zespri International,186,New Zealand
15595,"Yum! Brands (KFC, Pizza Hut)",151,United States
15596,Alexion Pharmaceuticals,151,United States
15597,Allucent,151,United States
15598,Amphastar Pharmaceuticals,151,United States
15599,Aphena Pharma Solutions,151,United States
15600,Bionic Prosthetics and Orthotics,151,United States
15601,Amwell,151,United States
15602,CMR Surgical,115,United Kingdom
15603,COVVI,115,United Kingdom
15604,Current Health (Best Buy),151,United States
15605,LabCorp Drug Development,151,United States
15606,Edenbridge Pharmaceuticals,151,United States
15607,Figure 1,150,Canada
15608,Flatiron Health (Roche),151,United States
15609,Canon Medical Systems,100,Japan
15610,HCA Healthcare,151,United States
15611,HealthVerity,151,United States
15612,Kaiser Permanente,151,United States
15613,Kaiser Permanente,151,United States
15614,IntelliCare,151,United States
15615,K Health,151,United States
15616,Lantern,151,United States
15617,Lloyds Pharmacy,115,United Kingdom
15618,Medici,151,United States
15619,Medrobotics,151,United States
15620,MedSchoolCoach,151,United States
15621,MindDoc (Somnio),119,Germany
15622,Cleveland Clinic,151,United States
15623,Oxford Nanopore Technologies,115,United Kingdom
15624,NeoGenomics,151,United States
15625,OnlineMedEd,151,United States
15626,Open Bionics,115,United Kingdom
15627,Oura Health,108,Finland
15628,PharmEasy,81,India
15629,PlushCare,151,United States
15630,Proteus Motion,151,United States
15631,Psyonic,151,United States
15632,SafeinHome,151,United States
15633,SymphonyRM,151,United States
15634,Valencell,151,United States
15635,Valneva,118,France
15636,Verana Health,151,United States
15637,Woebot Health,151,United States
15638,10x Genomics,151,United States
15639,7 Cups,151,United States
15640,98point6,151,United States
15641,Centro Médico ABC,157,Mexico
15642,Ability Dynamics,151,United States
15643,Accuray,151,United States
15644,Acella Pharmaceuticals,151,United States
15645,Acibadem Hospitals,70,Turkey
15646,Activ Surgical,151,United States
15647,Adaptive Biotechnologies,151,United States
15648,AEcceleration,151,United States
15649,Aetna (CVS Health),151,United States
15650,Aetna International,151,United States
15651,Agfa-Gevaert,117,Belgium
15652,Alarm.com,151,United States
15653,Albertsons Companies,151,United States
15654,Alere (Abbott),151,United States
15655,Allianz Care,119,Germany
15656,Alnylam Pharmaceuticals,151,United States
15657,Alvogen,109,Iceland
15658,AMBOSS,119,Germany
15659,American Well,151,United States
15660,Amgen,151,United States
15661,Amneal Pharmaceuticals,151,United States
15662,Anadolu Medical Center,70,Turkey
15663,Analogic Corporation,151,United States
15664,Anthem,151,United States
15665,MindShift CBT,150,Canada
15666,Apollo Hospitals,81,India
15667,Apollo Hospitals,81,India
15668,Apple,151,United States
15669,Arcadia,151,United States
15670,Argenx,123,Netherlands
15671,Asensus Surgical,151,United States
15672,Asian Heart Institute,81,India
15673,Asklepios Kliniken,119,Germany
15674,Asklepios Kliniken,119,Germany
15675,ASSI Surgical Instruments,151,United States
15676,AstraZeneca,115,United Kingdom
15677,Watsons (AS Watson Group),99,Hong Kong
15678,Hansen Medical (Auris Health),151,United States
15679,Aurobindo Pharma,81,India
15680,Avatera Medical,119,Germany
15681,AXA Global Healthcare,118,France
15682,Babylon Health,115,United Kingdom
15683,Bavarian Nordic,106,Denmark
15684,B. Braun Melsungen,119,Germany
15685,Blue Cross Blue Shield,151,United States
15686,Becton Dickinson,151,United States
15687,BetterHelp,151,United States
15688,BGI Group,98,China
15689,Bharat Biotech,81,India
15690,Biobeat,61,Israel
15691,Biogen,151,United States
15692,BioIntelliSense,151,United States
15693,Biomarin Pharmaceutical,151,United States
15694,BioReference Laboratories,151,United States
15695,Blatchford Group,115,United Kingdom
15696,Bluestream Health,151,United States
15697,Bose Health,151,United States
15698,Bruker Corporation,151,United States
15699,Bumrungrad International Hospital,95,Thailand
15700,Bumrungrad International,95,Thailand
15701,Bupa Global,115,United Kingdom
15702,Calm,151,United States
15703,CanSino Biologics,98,China
15704,CareHero,151,United States
15705,CareMerge,151,United States
15706,CarePredict,151,United States
15707,Centene Corporation,151,United States
15708,Cerebral,151,United States
15709,Cerner (Oracle),151,United States
15710,Change Healthcare,151,United States
15711,Community Health Systems,151,United States
15712,Cigna,151,United States
15713,Cigna Global,151,United States
15714,Cipla,81,India
15715,CirrusMD,151,United States
15716,ClearCare,151,United States
15717,Clintec,115,United Kingdom
15718,Clemenceau Medical Center,64,Lebanon
15719,CMIC Group,100,Japan
15720,College Park Industries,151,United States
15721,Color Health,151,United States
15722,CommonSpirit Health,151,United States
15723,Conmed Corporation,151,United States
15724,ContextVision,114,Sweden
15725,Costco Pharmacy,151,United States
15726,Covance (LabCorp),151,United States
15727,Charles River Laboratories,151,United States
15728,CSL Limited,185,Australia
15729,CureVac,119,Germany
15730,CVS Health,151,United States
15731,Dexcom,151,United States
15732,DiaSorin,140,Italy
15733,Diligent Robotics,151,United States
15734,DocCheck Medical Services,119,Germany
15735,Doctor on Demand,151,United States
15736,Doximity,151,United States
15737,Drogaria São Paulo,175,Brazil
15738,Dr. Reddy's Laboratories,81,India
15739,Dynavax Technologies,151,United States
15740,Elsevier Clinical Solutions,123,Netherlands
15741,Empatica,151,United States
15742,Endo International,110,Ireland
15743,Endolite,115,United Kingdom
15744,Epic Systems,151,United States
15745,Esperion Imaging,151,United States
15746,Eurofins Scientific,121,Luxembourg
15747,Evermind,151,United States
15748,Genomic Health (Exact Sciences),151,United States
15749,Cigna (Express Scripts),151,United States
15750,Fillauer,151,United States
15751,Fitbit (Google),151,United States
15752,Fortis Healthcare,81,India
15753,Fortis Hospitals,81,India
15754,Fortrea,151,United States
15755,Abbott FreeStyle Libre,151,United States
15756,Fresenius Helios,119,Germany
15757,Fujifilm Healthcare,100,Japan
15758,Fulgent Genetics,151,United States
15759,Fulgent Genetics,151,United States
15760,Garmin,151,United States
15761,GE Healthcare,151,United States
15762,Geister Medizintechnik,119,Germany
15763,Genmab,106,Denmark
15764,Genomics England,115,United Kingdom
15765,GeoBlue,151,United States
15766,Maple,150,Canada
15767,Moodfit,151,United States
15768,Gilead Sciences,151,United States
15769,Ginger,151,United States
15770,Gleneagles Hospital,94,Singapore
15771,GrandCare Systems,151,United States
15772,GreatCall (Best Buy),151,United States
15773,GlaxoSmithKline,115,United Kingdom
15774,Guardant Health,151,United States
15775,Guardant Health,151,United States
15776,Guardian Health & Beauty,94,Singapore
15777,Happify,151,United States
15778,Headspace,151,United States
15779,Health Catalyst,151,United States
15780,HealthTap,151,United States
15781,Hikma Pharmaceuticals,115,United Kingdom
15782,Hinduja Hospital,81,India
15783,Hologic,151,United States
15784,Home Instead Senior Care,151,United States
15785,Johns Hopkins Medicine,151,United States
15786,Horizon Therapeutics,110,Ireland
15787,Humana,151,United States
15788,IBM Watson Health,151,United States
15789,ICON plc,110,Ireland
15790,IHH Healthcare,91,Malaysia
15791,Illumina,151,United States
15792,IMG,151,United States
15793,Incyte,151,United States
15794,Inovalon,151,United States
15795,Inovio Pharmaceuticals,151,United States
15796,Integra LifeSciences,151,United States
15797,Intuition Robotics,61,Israel
15798,Intuitive Surgical,151,United States
15799,Intuitive Surgical,151,United States
15800,Invitae,151,United States
15801,Invitae,151,United States
15802,Ionis Pharmaceuticals,151,United States
15803,IQVIA,151,United States
15804,Johnson & Johnson,151,United States
15805,Johnson & Johnson,151,United States
15806,K4Connect,151,United States
15807,Kaplan Medical,151,United States
15808,Karl Storz,119,Germany
15809,KCAS Bioanalytical Services,151,United States
15810,Kroger Pharmacy,151,United States
15811,LabCorp,151,United States
15812,Lannett Company,151,United States
15813,Lawton GmbH & Co. KG,119,Germany
15814,Livongo (Teladoc),151,United States
15815,Lupin Limited,81,India
15816,Lyra Health,151,United States
15817,Mayo Clinic,151,United States
15818,MDLive,151,United States
15819,Medanta Hospitals,81,India
15820,MedeAnalytics,151,United States
15821,Medicana Hospitals,70,Turkey
15822,Medmastery,116,Austria
15823,MedMinder,151,United States
15824,Medpace,151,United States
15825,MedPage Today,151,United States
15826,MedPlus,81,India
15827,Medscape (WebMD),151,United States
15828,Medtronic Imaging,151,United States
15829,Medtronic,110,Ireland
15830,Medtronic Diabetes,151,United States
15831,Medtronic,110,Ireland
15832,Mazor Robotics (Medtronic),61,Israel
15833,Meducation,115,United Kingdom
15834,MeMD,151,United States
15835,Memic Innovative Surgery,61,Israel
15836,Merck & Co.,151,United States
15837,McGraw Hill Medical,151,United States
15838,Microline Surgical,151,United States
15839,Mindray Medical,98,China
15840,Moderna,151,United States
15841,Moderna,151,United States
15842,Molina Healthcare,151,United States
15843,Mount Sinai Health System,151,United States
15844,Lively (GreatCall),151,United States
15845,Myriad Genetics,151,United States
15846,Myriad Genetics,151,United States
15847,Natera,151,United States
15848,Natera,151,United States
15849,Netmeds,81,India
15850,NeuroLogica (Samsung),104,South Korea
15851,Neusoft Medical,98,China
15852,Novavax,151,United States
15853,Novo Nordisk,106,Denmark
15854,Now Health International,99,Hong Kong
15855,TRS,151,United States
15856,Olympus Corporation,100,Japan
15857,OM1,151,United States
15858,Omron Healthcare,100,Japan
15859,OPKO Health,151,United States
15860,Optum (UnitedHealth),151,United States
15861,Osmosis,151,United States
15862,Ossur,109,Iceland
15863,Össur Americas,151,United States
15864,Ottobock,119,Germany
15865,Pacific Biosciences,151,United States
15866,Parexel,151,United States
15867,Personalis,151,United States
15868,Pfizer,151,United States
15869,Pharm-Olam,151,United States
15870,Philips Healthcare,123,Netherlands
15871,Philips Healthcare,123,Netherlands
15872,Koninklijke Philips,123,Netherlands
15873,PPD (Thermo Fisher),151,United States
15874,Pharmaceutical Product Development,151,United States
15875,PRA Health Sciences,151,United States
15876,Precision Health AI,151,United States
15877,Prince Court Medical Centre,91,Malaysia
15878,Proteor,118,France
15879,Publix Pharmacy,151,United States
15880,QIAGEN,119,Germany
15881,Quest Diagnostics,151,United States
15882,Quirónsalud,148,Spain
15883,Raffles Medical Group,94,Singapore
15884,Raffles Hospital,94,Singapore
15885,Ramsay Health Care,185,Australia
15886,Regeneron Pharmaceuticals,151,United States
15887,Richard Wolf GmbH,119,Germany
15888,Rite Aid,151,United States
15889,SafetyLine,150,Canada
15890,Sage Therapeutics,151,United States
15891,Samitivej Hospital,95,Thailand
15892,Samsung Electronics,104,South Korea
15893,Sandoz (Novartis),124,Switzerland
15894,Sanofi Pasteur,118,France
15895,SANVT,119,Germany
15896,Sarepta Therapeutics,151,United States
15897,SAS Institute,151,United States
15898,Scanlan International,151,United States
15899,Seagen,151,United States
15900,Seniorlink,151,United States
15901,Sense.ly,151,United States
15902,CSL Seqirus,185,Australia
15903,Serum Institute of India,81,India
15904,Shimadzu Corporation,100,Japan
15905,Shinagawa Pharmaceuticals,100,Japan
15906,Shouldice Hospital,150,Canada
15907,Siemens Healthineers,119,Germany
15908,Sinovac Biotech,98,China
15909,Sklar Surgical Instruments,151,United States
15910,Skyscape Medical Apps,151,United States
15911,Smith & Nephew,115,United Kingdom
15912,Smith & Nephew,115,United Kingdom
15913,Sonic Healthcare,185,Australia
15914,SOPHiA GENETICS,124,Switzerland
15915,StatPearls Publishing,151,United States
15916,Steeper Group,115,United Kingdom
15917,Strides Pharma Science,81,India
15918,Stryker Corporation,151,United States
15919,Stryker Corporation,151,United States
15920,Sun Pharmaceutical,81,India
15921,SuperBetter,151,United States
15922,Syneos Health,151,United States
15923,Synlab,119,Germany
15924,Synzi,151,United States
15925,Talkspace,151,United States
15926,Teladoc Health,151,United States
15927,Tempus Labs,151,United States
15928,Tenet Healthcare,151,United States
15929,Teva Pharmaceutical,61,Israel
15930,Thermo Fisher Scientific,151,United States
15931,Thieme Medical Publishers,119,Germany
15932,Titan Medical,150,Canada
15933,TransEnterix,151,United States
15934,Trilliant Health,151,United States
15935,Tunstall Healthcare,115,United Kingdom
15936,Twist Bioscience,151,United States
15937,UCB,117,Belgium
15938,Universal Health Services,151,United States
15939,Ultraflex Systems,151,United States
15940,Unilabs,124,Switzerland
15941,Uniper Care,151,United States
15942,UnitedHealth Group,151,United States
15943,United Imaging Healthcare,98,China
15944,Varex Imaging,151,United States
15945,VBI Vaccines,151,United States
15946,Vejthani Hospital,95,Thailand
15947,Veracyte,151,United States
15948,Verb Surgical (Verily/J&J),151,United States
15949,Veritas Genetics,151,United States
15950,Mylan (Viatris),151,United States
15951,Vicarious Surgical,151,United States
15952,VivaLNK,151,United States
15953,Vertex Pharmaceuticals,151,United States
15954,Walgreens Boots Alliance,151,United States
15955,Walmart Pharmacy,151,United States
15956,What's Up?,185,Australia
15957,Whoop,151,United States
15958,William Russell,115,United Kingdom
15959,WillowWood,151,United States
15960,Ohio Willow Wood,151,United States
15961,Withings,118,France
15962,Wolters Kluwer Health,123,Netherlands
15963,Wuxi AppTec,98,China
15964,Youper,151,United States
15965,Zimmer Biomet,151,United States
15966,Zimmer Biomet,151,United States
15967,Zuellig Pharma,94,Singapore
15968,Zydus Lifesciences,81,India
15969,Alan,118,France
15970,AmTrust Financial,151,United States
15971,AmTrust Financial Services,151,United States
15972,Atmos Financial,151,United States
15973,AXA Climate,118,France
15974,AXA XL,118,France
15975,AXA XL Marine,118,France
15976,BIMA,16,Mali
15977,Bivvy,151,United States
15978,Compeer Financial,151,United States
15979,Figo Pet Insurance,151,United States
15980,FloodFlash,115,United Kingdom
15981,Genex Services,151,United States
15982,Kaiser Permanente,151,United States
15983,JaCarta,132,Russia
15984,Kettle Re,151,United States
15985,Pets Best,151,United States
15986,PetSure,185,Australia
15987,Resolution Life,185,Australia
15988,Sensible Weather,151,United States
15989,Spot Pet Insurance,151,United States
15990,World Bank (IBRD),151,United States
15991,Trov,151,United States
15992,ACRE Africa,28,Kenya
15993,Acrisure,151,United States
15994,Aegon,123,Netherlands
15995,Aetna (CVS Health),151,United States
15996,Aflac,151,United States
15997,Allianz Global Marine,119,Germany
15998,Agria Pet Insurance,114,Sweden
15999,AgriSompo (Sompo),151,United States
16000,Agroasemex,157,Mexico
16001,AgSecur,118,France
16002,AIA Group,99,Hong Kong
16003,AIG,151,United States
16004,AIG Marine,151,United States
16005,AIG,151,United States
16006,Arthur J. Gallagher,151,United States
16007,Alera Group,151,United States
16008,Alignment Healthcare,151,United States
16009,Alleghany Corporation,151,United States
16010,Alliant Insurance Services,151,United States
16011,Alliant National Title,151,United States
16012,Allianz Life,151,United States
16013,Allianz Travel,119,Germany
16014,AllLife,54,South Africa
16015,Allstate,151,United States
16016,Allstate,151,United States
16017,Allstate Claims,151,United States
16018,AllWays Insurance Partners,151,United States
16019,American Club,151,United States
16020,Americo Financial,151,United States
16021,Ameriprise Financial,151,United States
16022,American Family Insurance,151,United States
16023,American Family Insurance,151,United States
16024,Amica Mutual,151,United States
16025,AmTrust Title,151,United States
16026,Animal Friends,115,United Kingdom
16027,Anthem,151,United States
16028,Aon,115,United Kingdom
16029,Aon Securities,115,United Kingdom
16030,Arbol,151,United States
16031,Arch Capital,199,Bermuda
16032,Arch Capital,199,Bermuda
16033,Argo Group,199,Bermuda
16034,Argo Group,199,Bermuda
16035,ARMtech Insurance,151,United States
16036,ASPCA Pet Insurance,151,United States
16037,AssuredPartners,151,United States
16038,Assurity,151,United States
16039,At-Bay,151,United States
16040,Athene USA,151,United States
16041,Atlas Capital,151,United States
16042,Auto-Owners Insurance,151,United States
16043,Aviva,115,United Kingdom
16044,AXA Assistance,118,France
16045,AXIS Capital,199,Bermuda
16046,Axis Capital,199,Bermuda
16047,Brown & Brown,151,United States
16048,Blue Cross Blue Shield,151,United States
16049,Beazley,115,United Kingdom
16050,W.R. Berkley,151,United States
16051,Berkshire Hathaway Re,151,United States
16052,Bestow,151,United States
16053,BimaLab,89,Indonesia
16054,Blink Parametric,115,United Kingdom
16055,Bought By Many,115,United Kingdom
16056,Box Insurance,151,United States
16057,Bright Health,151,United States
16058,Brighthouse Financial,151,United States
16059,Brighthouse Financial,151,United States
16060,Britannia P&I,115,United Kingdom
16061,Broadspire (Crawford),151,United States
16062,BRP Group,151,United States
16063,Buckle,151,United States
16064,Canada Life,150,Canada
16065,CARD Pioneer Microinsurance,93,Philippines
16066,CCC Intelligent Solutions,151,United States
16067,Centene Corporation,151,United States
16068,CGB Insurance,151,United States
16069,China Re,98,China
16070,Chubb,124,Switzerland
16071,Chubb,124,Switzerland
16072,ACE Property & Casualty (Chubb),151,United States
16073,Chubb Marine,124,Switzerland
16074,Cigna,151,United States
16075,Cincinnati Financial,151,United States
16076,Clark,119,Germany
16077,Clearcover,151,United States
16078,Climbsurance,123,Netherlands
16079,CLM Advisors,151,United States
16080,Clover Health,151,United States
16081,CNA Financial,151,United States
16082,CNA Financial,151,United States
16083,CNP Assurances,118,France
16084,Coalition,151,United States
16085,Colonial Life,151,United States
16086,Columbus Direct,115,United Kingdom
16087,Commonwealth Land Title,151,United States
16088,Concirrus,115,United Kingdom
16089,CorVel Corporation,151,United States
16090,Country Financial,151,United States
16091,Coventry Workers' Comp Services,151,United States
16092,Cover-More,185,Australia
16093,CoverWallet,151,United States
16094,China P&I Club,98,China
16095,Crawford & Company,151,United States
16096,CSAA Insurance Group,151,United States
16097,Charles Taylor,115,United Kingdom
16098,Chicago Title,151,United States
16099,Cuvva,115,United Kingdom
16100,CyberCube,151,United States
16101,John Deere Insurance,151,United States
16102,Direct Line Pet Insurance,115,United Kingdom
16103,Doma (States Title),151,United States
16104,Earthquake Solutions,151,United States
16105,Embrace Pet Insurance,151,United States
16106,Employers Holdings,151,United States
16107,Enlyte (Mitchell+Genex+ExamWorks),151,United States
16108,Equitable Holdings,151,United States
16109,Erie Insurance,151,United States
16110,Erie Insurance,151,United States
16111,ESIS (Chubb),151,United States
16112,Esurance (Allstate),151,United States
16113,Ethos Life,151,United States
16114,Everest Re,199,Bermuda
16115,Fairfax Financial,150,Canada
16116,Farmers Insurance,151,United States
16117,Farmers Insurance,151,United States
16118,Fermat Capital Management,151,United States
16119,Fidelity Investments,151,United States
16120,Finhaat,81,India
16121,First American Financial,151,United States
16122,Farmer's Mutual Hail (FMH),151,United States
16123,Fidelity National Financial,151,United States
16124,Gabriel,151,United States
16125,Gallagher Bassett,185,Australia
16126,Gard,113,Norway
16127,GC Securities,151,United States
16128,GEICO,151,United States
16129,Generali Group,140,Italy
16130,Generali Global Assistance,140,Italy
16131,General Re,151,United States
16132,GeoBlue,151,United States
16133,American Financial Group (Great American),151,United States
16134,Great American Insurance,151,United States
16135,Guardian Life,151,United States
16136,GuideWell (Florida Blue),151,United States
16137,Guy Carpenter (Marsh McLennan),151,United States
16138,Great-West Lifeco,150,Canada
16139,Hannover Re,119,Germany
16140,Hartz Pet Insurance,151,United States
16141,HCC Insurance Holdings,151,United States
16142,HCSC,151,United States
16143,Healthy Paws,151,United States
16144,Helmsman Management Services,151,United States
16145,Highmark Health,151,United States
16146,Oscar Health,151,United States
16147,Oscar Health,151,United States
16148,Hippo Insurance,151,United States
16149,Hiscox,115,United Kingdom
16150,Hiscox,115,United Kingdom
16151,Hull & Machinery Underwriters,199,Bermuda
16152,Microinsurance Agency (Hollard),54,South Africa
16153,HTH Worldwide,151,United States
16154,Hub International,150,Canada
16155,Humana,151,United States
16156,Independence Blue Cross,151,United States
16157,ICAT (Tokio Marine),151,United States
16158,IMA Financial Group,151,United States
16159,IMG,151,United States
16160,InsureandGo,185,Australia
16161,Investors Title Company,151,United States
16162,Jackson National Life,151,United States
16163,James River Group,151,United States
16164,John Hancock,151,United States
16165,John Hancock Insurance,151,United States
16166,Root Insurance,151,United States
16167,Root Insurance,151,United States
16168,Japan P&I Club,100,Japan
16169,Jumpstart Recovery Solutions,151,United States
16170,Kemper,151,United States
16171,Lancashire Insurance,199,Bermuda
16172,Leadenhall Capital Partners,115,United Kingdom
16173,Legal & General,115,United Kingdom
16174,Lemonade,151,United States
16175,Lincoln Financial Group,151,United States
16176,LGT ILS Partners,124,Switzerland
16177,Liberty Mutual,151,United States
16178,Liberty Mutual,151,United States
16179,Lincoln Financial Group,151,United States
16180,Lloyd's of London,115,United Kingdom
16181,Lockton Companies,151,United States
16182,London P&I Club,115,United Kingdom
16183,Manulife,150,Canada
16184,Manulife,150,Canada
16185,ManyPets,115,United Kingdom
16186,Mapfre Re,148,Spain
16187,Markel,151,United States
16188,Marsh McLennan,151,United States
16189,MassMutual,151,United States
16190,MassMutual,151,United States
16191,MassMutual,151,United States
16192,Mercury Insurance,151,United States
16193,Meridian Title,151,United States
16194,MetLife,151,United States
16195,MetLife Auto & Home,151,United States
16196,MetLife,151,United States
16197,Metromile,151,United States
16198,MetroMile,151,United States
16199,Microfund for Women,62,Jordan
16200,MicroCred,118,France
16201,MicroEnsure,115,United Kingdom
16202,MicroEnsure Ghana,12,Ghana
16203,MicroEnsure India,81,India
16204,Mitchell International,151,United States
16205,Molina Healthcare,151,United States
16206,Munich Re,119,Germany
16207,Munich Re Capital Markets,119,Germany
16208,Mutual of Omaha,151,United States
16209,North American Title,151,United States
16210,Nationwide,151,United States
16211,Nationwide,151,United States
16212,Nationwide,151,United States
16213,NAU Country Insurance,151,United States
16214,North of England P&I,115,United Kingdom
16215,Standard Club (NorthStandard),115,United Kingdom
16216,New York Life,151,United States
16217,New York Life,151,United States
16218,New York Life,151,United States
16219,Next Insurance,151,United States
16220,NFP Corp,151,United States
16221,Nippon Life,100,Japan
16222,Northwestern Mutual,151,United States
16223,OKO Finance,16,Mali
16224,Old Republic International,151,United States
16225,Old Republic Title,151,United States
16226,One80 Intermediaries,151,United States
16227,Pacific Life,151,United States
16228,Parchment,151,United States
16229,PartnerRe,199,Bermuda
16230,PetFirst (MetLife),151,United States
16231,Nationwide Pet,151,United States
16232,Petplan UK,115,United Kingdom
16233,PICC Property & Casualty,98,China
16234,Pioneer Insurance,93,Philippines
16235,Plenum Investments,124,Switzerland
16236,Premera Blue Cross,151,United States
16237,Previsico,115,United Kingdom
16238,Principal Financial,151,United States
16239,Principal Financial,151,United States
16240,ProAg (Tokio Marine),151,United States
16241,ProAssurance,151,United States
16242,Producers Ag Insurance,151,United States
16243,Progressive,151,United States
16244,Progressive,151,United States
16245,Progressive Claims,151,United States
16246,Prudential Financial,151,United States
16247,Prudential Financial,151,United States
16248,Pula,28,Kenya
16249,QBE Re,185,Australia
16250,QBE Insurance,185,Australia
16251,QBE Crop,151,United States
16252,Rural Community Insurance Services (RCIS),151,United States
16253,RenaissanceRe,199,Bermuda
16254,RenaissanceRe,199,Bermuda
16255,Reinsurance Group of America,151,United States
16256,Reinsurance Group of America,151,United States
16257,Risk Strategies Company,151,United States
16258,RLI Corp,151,United States
16259,Title Source (Rocket Mortgage),151,United States
16260,RSPCA Pet Insurance,185,Australia
16261,Safeco Insurance,151,United States
16262,SafetyWing,113,Norway
16263,Salvador Technologies,61,Israel
16264,Sanasa Insurance,86,Sri Lanka
16265,Schroders ILS,115,United Kingdom
16266,SCOR,118,France
16267,Securis Investment Partners,115,United Kingdom
16268,Security Benefit,151,United States
16269,Sedgwick,151,United States
16270,Selective Insurance,151,United States
16271,Seven Corners,151,United States
16272,Steamship Mutual,115,United Kingdom
16273,Skuld,113,Norway
16274,Skye Perry Agriculture,185,Australia
16275,Skyline Partners,151,United States
16276,Slice Labs,151,United States
16277,Socotra,151,United States
16278,Sompo Holdings,100,Japan
16279,Standard Insurance,151,United States
16280,State Farm,151,United States
16281,State Farm,151,United States
16282,State Farm,151,United States
16283,Stewart Title,151,United States
16284,Stone Ridge Asset Management,151,United States
16285,Sumitomo Life,100,Japan
16286,Sun Life Financial,150,Canada
16287,Sun Life Financial,150,Canada
16288,The Swedish Club,114,Sweden
16289,Swiss Life,124,Switzerland
16290,Swiss Re,124,Switzerland
16291,Swiss Re Capital Markets,124,Switzerland
16292,Swiss Re Parametric,124,Switzerland
16293,Symantec Cyber Insurance,151,United States
16294,Telenor Pak Microinsurance,85,Pakistan
16295,The General,151,United States
16296,The Hartford,151,United States
16297,The Hartford,151,United States
16298,The Hartford Claims,151,United States
16299,TIAA,151,United States
16300,Tin Leg,151,United States
16301,Title365,151,United States
16302,Title Forward,151,United States
16303,Title Resources Group,151,United States
16304,Tokio Marine,100,Japan
16305,Tokio Marine,100,Japan
16306,Tokio Marine Kiln,115,United Kingdom
16307,Transamerica,151,United States
16308,TransRe,151,United States
16309,Travellers,151,United States
16310,Travellers,151,United States
16311,Travelers,151,United States
16312,Travelex Insurance,151,United States
16313,AIG Travel Guard,151,United States
16314,Travel Insured International,151,United States
16315,Trawick International,151,United States
16316,Trupanion,151,United States
16317,TwentyFour Asset Management,115,United Kingdom
16318,UK P&I Club,115,United Kingdom
16319,UnitedHealth Group,151,United States
16320,Unum,151,United States
16321,USAA,151,United States
16322,USAA,151,United States
16323,USI Insurance Services,151,United States
16324,Validus Re,199,Bermuda
16325,Validus Re,199,Bermuda
16326,Verisk Analytics,151,United States
16327,Wefox,119,Germany
16328,Wellcare (Centene),151,United States
16329,Westcor Land Title,151,United States
16330,West of England P&I,115,United Kingdom
16331,WFG National Title,151,United States
16332,Willis Re Securities,115,United Kingdom
16333,World Insurance Associates,151,United States
16334,World Nomads,186,New Zealand
16335,Willis Towers Watson,115,United Kingdom
16336,WTW Parametrics,115,United Kingdom
16337,Zego,115,United Kingdom
16338,Zeguro,151,United States
16339,Puma SE,119,Germany
16340,ArcelorMittal,121,Luxembourg
16341,Evonik Industries,119,Germany
16342,Honda Motor Co.,100,Japan
16343,Kawasaki Heavy Industries,100,Japan
16344,Kawasaki Heavy Industries,100,Japan
16345,Toyota Motor Corporation,100,Japan
16346,Mercedes-Benz Group,119,Germany
16347,HAL (Hindustan Aeronautics),81,India
16348,H&M Group,114,Sweden
16349,Natura &Co,175,Brazil
16350,ABB Electrification,124,Switzerland
16351,Novolipetsk Steel (NLMK),132,Russia
16352,Ørsted,106,Denmark
16353,Procter & Gamble,151,United States
16354,Abbott Laboratories,151,United States
16355,AbbVie Inc.,151,United States
16356,Anheuser-Busch InBev,117,Belgium
16357,Asia Cement Corporation,105,Taiwan
16358,Adidas AG,119,Germany
16359,Archer Daniels Midland,151,United States
16360,Airbus,123,Netherlands
16361,Air Liquide,118,France
16362,AK Steel Holding,151,United States
16363,AkzoNobel,123,Netherlands
16364,Alcon Inc.,124,Switzerland
16365,Amgen Inc.,151,United States
16366,Amway,151,United States
16367,Analog Devices,151,United States
16368,Ansteel Group,98,China
16369,Anta Sports,98,China
16370,Arvind Limited,81,India
16371,Asahi Group Holdings,100,Japan
16372,ASE Technology Holding,105,Taiwan
16373,Ashley Furniture Industries,151,United States
16374,Astellas Pharma,100,Japan
16375,AstraZeneca,115,United Kingdom
16376,Atlas Copco,114,Sweden
16377,AVIC (Aviation Industry Corp of China),98,China
16378,Avon Products,115,United Kingdom
16379,BAE Systems,115,United Kingdom
16380,BAE Systems Maritime,115,United Kingdom
16381,BAIC Group,98,China
